Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Seasonally Adjusted,last_updated,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,property_type_id,Region,Region Type,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,0.984500213,0.70%,1.30%,Atlanta,85,2.40%,49.10%,93,3.30%,34.80%,FALSE,3/15/2020 14:30,48,10,2,214.0135425,0.018728216,0.222169876,209450,-0.002619048,0.074102564,208.9425238,0.017967976,0.316823813,$204K,-0.50%,36.90%,,,,99,-10.00%,57.10%,0.391304348,0.078804348,0.122073579,"Atlanta, GA",12060,23,-0.28125,-0.115384615,8/1/2017,90,10/31/2017,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.235294118,0.090715804,0.1124871,Georgia,GA,149578
Value,,1,0.978841622,-0.60%,0.20%,Atlanta,90,5.90%,80.00%,74,-20.40%,10.40%,FALSE,3/15/2020 14:30,41.5,-6.5,-15,219.656766,0.026368534,0.2122262,210000,0.002625925,0.05,210.1390025,0.005726353,0.271005998,$200K,-2.00%,5.90%,,,,87,-12.10%,42.60%,0.227272727,-0.164031621,-0.227272727,"Atlanta, GA",12060,22,-0.043478261,1,9/1/2017,90,11/30/2017,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.2,-0.035294118,0.08,Georgia,GA,149578
Value,,1,0.976847677,-0.20%,0.50%,Atlanta,90,0.00%,45.20%,48,-35.10%,-20.00%,FALSE,3/15/2020 14:30,50.5,9,-1.5,226.7473118,0.032280116,0.140405598,224900,0.070952381,0.1245,211.3195012,0.005617704,0.186191233,$210K,5.00%,4.60%,,,,59,-32.20%,-6.30%,0.315789474,0.088516746,0.052631579,"Atlanta, GA",12060,19,-0.136363636,0,10/1/2017,90,12/31/2017,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.155555556,-0.044444444,0.026523297,Georgia,GA,149578
Value,,1,0.970695774,-0.60%,0.40%,Atlanta,84,-6.70%,15.10%,52,8.30%,-7.10%,FALSE,3/15/2020 14:30,61,10.5,12.5,224.3367038,-0.010631253,0.076884765,225000,0.000444642,0,213.8909496,0.012168533,0.209959218,$209K,-0.50%,7.20%,,,,51,-13.60%,-20.30%,0.416666667,0.100877193,0.053030303,"Atlanta, GA",12060,12,-0.368421053,0.090909091,11/1/2017,90,1/31/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.095238095,-0.06031746,-0.055446836,Georgia,GA,149578
Value,,1,0.978859079,0.80%,1.10%,Atlanta,64,-23.80%,-5.90%,57,9.60%,-21.90%,FALSE,3/15/2020 14:30,54,-7,9,232.2414504,0.035236082,0.052686311,224900,-0.000444444,-0.000444444,216.4611099,0.012016218,0.162895686,$220K,5.30%,13.10%,,,,63,23.50%,-22.20%,0.695652174,0.278985507,0.311036789,"Atlanta, GA",12060,23,0.916666667,0.769230769,12/1/2017,90,2/28/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.125,0.029761905,-0.022058824,Georgia,GA,149578
Value,,1,0.980730828,0.20%,0.50%,Atlanta,68,6.30%,19.30%,47,-17.50%,-41.30%,FALSE,3/15/2020 14:30,43.5,-10.5,-5,233.9673913,0.007431666,0.089997267,227900,0.013339262,0.040639269,219.69571,0.0149431,0.156835223,$219K,-0.50%,12.30%,,,,87,38.10%,-8.40%,0.5,-0.195652174,0.06,"Atlanta, GA",12060,34,0.47826087,0.36,1/1/2018,90,3/31/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.132352941,0.007352941,-0.078173375,Georgia,GA,149578
Value,,1,0.987265466,0.70%,0.00%,Atlanta,90,32.40%,47.50%,51,8.50%,-39.30%,FALSE,3/15/2020 14:30,29,-14.5,-5,244.310043,0.044205526,0.107389906,229950,0.008995173,-0.021489362,226.6229877,0.031531238,0.19331167,$230K,5.00%,7.00%,,,,90,3.40%,-12.60%,0.333333333,-0.166666667,0.015151515,"Atlanta, GA",12060,15,-0.558823529,-0.318181818,2/1/2018,90,4/30/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.188888889,0.056535948,-0.05701275,Georgia,GA,149578
Value,,1,0.985416257,-0.20%,-0.10%,Atlanta,95,5.60%,14.50%,59,15.70%,-30.60%,FALSE,3/15/2020 14:30,30,1,-10,242.6490985,-0.006798511,0.097987171,249000,0.082844097,0.106666667,224.8440994,-0.007849549,0.147888297,$235K,2.20%,11.90%,,,,91,1.10%,-14.20%,0.416666667,0.083333333,0.06884058,"Atlanta, GA",12060,24,0.6,0.043478261,3/1/2018,90,5/31/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.210526316,0.021637427,-0.054533925,Georgia,GA,149578
Value,,1,0.985571447,0.00%,0.40%,Atlanta,93,-2.10%,9.40%,55,-6.80%,-41.50%,FALSE,3/15/2020 14:30,23.5,-6.5,-12.5,242.6787641,0.000122257,0.099622426,230000,-0.076305221,0.022676745,228.4787275,0.016165103,0.160776983,$230K,-2.10%,15.00%,,,,93,2.20%,-13.10%,0.517241379,0.100574713,0.199059561,"Atlanta, GA",12060,29,0.208333333,0.318181818,4/1/2018,90,6/30/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.268817204,0.058290889,0.057052498,Georgia,GA,149578
Value,,1,0.984487262,-0.10%,0.70%,Atlanta,80,-14.00%,-2.40%,56,1.80%,-44.60%,FALSE,3/15/2020 14:30,21.5,-2,-17,242.5797503,-0.000408003,0.154866865,230000,0,0.062355658,228.8488211,0.001619816,0.151889836,$224K,-2.70%,9.40%,,,,101,8.60%,-15.10%,0.483870968,-0.033370412,0.060794045,"Atlanta, GA",12060,31,0.068965517,0.192307692,5/1/2018,90,7/31/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.2375,-0.031317204,0.091158537,Georgia,GA,149578
Value,,1,0.982738468,-0.20%,0.60%,Atlanta,87,8.70%,8.70%,68,21.40%,-29.90%,FALSE,3/15/2020 14:30,19,-2.5,-19,249.8655914,0.030034828,0.189049098,229000,-0.004347826,0.061413673,228.8488211,0,0.145518079,$215K,-3.90%,4.90%,,,,100,-1.00%,-10.70%,0.352941176,-0.130929791,0.00511509,"Atlanta, GA",12060,17,-0.451612903,-0.260869565,6/1/2018,90,8/31/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.195402299,-0.042097701,0.096636867,Georgia,GA,149578
Value,,1,0.979702833,-0.30%,0.20%,Atlanta,82,-5.70%,-1.20%,62,-8.80%,-31.10%,FALSE,3/15/2020 14:30,20,1,-18,242.0396185,-0.031320731,0.152135448,236750,0.033842795,0.127380952,238.2092852,0.040902392,0.160555637,$225K,4.70%,9.80%,,,,97,-3.00%,-11.80%,0.423076923,0.070135747,0.110576923,"Atlanta, GA",12060,26,0.529411765,-0.1875,7/1/2018,90,9/30/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.134146341,-0.061255957,-0.010431972,Georgia,GA,149578
Value,,1,0.978202559,-0.20%,-0.60%,Atlanta,79,-3.70%,-7.10%,64,3.20%,-31.20%,FALSE,3/15/2020 14:30,24,4,-24,234.1133191,-0.032747942,0.093918247,239950,0.013516367,0.14561948,237.1485038,-0.004453149,0.134993966,$225K,0.10%,10.40%,,,,84,-13.40%,-15.20%,0.266666667,-0.156410256,-0.124637681,"Atlanta, GA",12060,15,-0.423076923,-0.347826087,8/1/2018,90,10/31/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.139240506,0.005094165,-0.096053611,Georgia,GA,149578
Value,,1,0.975932341,-0.20%,-0.30%,Atlanta,69,-12.70%,-23.30%,57,-10.90%,-23.00%,FALSE,3/15/2020 14:30,31,7,-10.5,229.4589178,-0.019880976,0.044624857,239900,-0.000208377,0.142380952,241.0088707,0.016278268,0.146902136,$234K,3.90%,17.00%,,,,69,-17.90%,-20.70%,0.294117647,0.02745098,0.06684492,"Atlanta, GA",12060,17,0.133333333,-0.227272727,9/1/2018,90,11/30/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.115942029,-0.023298477,-0.084057971,Georgia,GA,149578
Value,,1,0.974843874,-0.10%,-0.20%,Atlanta,66,-4.30%,-26.70%,56,-1.80%,16.70%,FALSE,3/15/2020 14:30,30.5,-0.5,-20,234.1783631,0.020567713,0.03277239,242500,0.010837849,0.078257003,244.7296059,0.015438167,0.158102326,$237K,1.40%,13.00%,,,,58,-15.90%,-1.70%,0.066666667,-0.22745098,-0.249122807,"Atlanta, GA",12060,15,-0.117647059,-0.210526316,10/1/2018,90,12/31/2018,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.075757576,-0.040184453,-0.07979798,Georgia,GA,149578
Value,,1,0.967945636,-0.70%,-0.30%,Atlanta,51,-22.70%,-39.30%,65,16.10%,25.00%,FALSE,3/15/2020 14:30,36,5.5,-25,255.3932711,0.090592947,0.138437299,250000,0.030927835,0.111111111,238.7096774,-0.024598284,0.116034493,$240K,1.10%,14.80%,,,,71,22.40%,39.20%,0.2,0.133333333,-0.216666667,"Atlanta, GA",12060,15,0,0.25,11/1/2018,90,1/31/2019,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.039215686,-0.036541889,-0.056022409,Georgia,GA,149578
Value,,1,0.969074209,0.10%,-1.00%,Atlanta,48,-5.90%,-25.00%,63,-3.10%,10.50%,FALSE,3/15/2020 14:30,42.5,6.5,-11.5,267.0807453,0.045762655,0.150013251,249000,-0.004,0.107158737,245.9250469,0.030226548,0.136116538,$248K,3.20%,12.50%,,,,80,12.70%,27.00%,0.5,0.3,-0.195652174,"Atlanta, GA",12060,18,0.2,-0.217391304,12/1/2018,90,2/28/2019,,,,All Residential,-1,"Atlanta, GA - Downtown Atlanta",Neighborhood,1,0.083333333,0.044117647,-0.041666667,Georgia,GA,149578
